Age,Gender,Tenure,Usage Frequency,Support Calls,Payment Delay,Subscription Type,Total Spend,Last Interaction,Contract Duration (Months),Churn,Tenure_Bucket,Support_Call_Intensity,Interaction_Frequency
38.0,0,33.0,24.0,2.0,19.0,1,985.02,3.0,12,0.0,1,0.06060606060606061,6.0
34.0,0,50.0,26.0,2.0,10.0,0,708.61,22.0,3,1.0,2,0.04,1.1304347826086956
24.0,1,12.0,22.0,6.0,14.0,2,525.0,29.0,3,1.0,1,0.5,0.7333333333333333
38.0,0,37.0,4.0,8.0,30.0,1,693.12,18.0,1,1.0,2,0.21621621621621623,0.21052631578947367
25.0,0,28.0,22.0,0.0,28.0,2,872.0,10.0,1,1.0,1,0.0,2.0
46.0,0,59.0,11.0,9.0,2.0,2,202.0,26.0,1,1.0,2,0.15254237288135594,0.4074074074074074
18.0,1,34.0,19.0,0.0,19.0,0,887.15,15.0,3,0.0,1,0.0,1.1875
22.0,1,9.0,23.0,4.0,3.0,1,808.0,14.0,3,1.0,0,0.4444444444444444,1.5333333333333334
53.0,0,31.0,25.0,5.0,15.0,0,516.0,19.0,12,1.0,1,0.16129032258064516,1.25
35.0,1,19.0,26.0,6.0,21.0,0,886.0,20.0,3,1.0,1,0.3157894736842105,1.2380952380952381
33.0,0,57.0,7.0,1.0,12.0,2,320.0,20.0,12,1.0,2,0.017543859649122806,0.3333333333333333
51.0,0,40.0,16.0,2.0,12.0,2,267.0,18.0,1,1.0,2,0.05,0.8421052631578947
29.0,1,43.0,5.0,6.0,0.0,0,472.0,2.0,1,1.0,2,0.13953488372093023,1.6666666666666667
48.0,1,40.0,5.0,3.0,18.0,0,946.59,5.0,3,0.0,2,0.075,0.8333333333333334
28.0,0,55.0,20.0,4.0,26.0,1,752.0,3.0,1,1.0,2,0.07272727272727272,5.0
58.0,0,21.0,24.0,0.0,17.0,1,400.0,21.0,12,1.0,1,0.0,1.0909090909090908
55.0,1,3.0,4.0,10.0,25.0,0,411.0,26.0,1,1.0,0,3.3333333333333335,0.14814814814814814
50.0,0,30.0,11.0,2.0,2.0,1,150.0,2.0,3,1.0,1,0.06666666666666667,3.6666666666666665
23.0,0,1.0,20.0,1.0,30.0,2,436.0,20.0,3,1.0,0,1.0,0.9523809523809523
44.0,0,6.0,22.0,10.0,18.0,2,214.0,8.0,3,1.0,0,1.6666666666666667,2.4444444444444446
57.0,0,32.0,22.0,7.0,21.0,1,545.0,15.0,1,1.0,1,0.21875,1.375
26.0,0,41.0,9.0,7.0,5.0,0,288.0,7.0,3,1.0,2,0.17073170731707318,1.125
35.0,0,33.0,11.0,2.0,10.0,2,992.89,1.0,3,0.0,1,0.06060606060606061,5.5
36.0,1,5.0,18.0,3.0,18.0,1,553.64,11.0,12,0.0,0,0.6,1.5
27.0,0,32.0,15.0,0.0,0.0,1,999.0,6.0,1,1.0,1,0.0,2.142857142857143
31.0,0,44.0,17.0,8.0,2.0,2,792.0,29.0,12,1.0,2,0.18181818181818182,0.5666666666666667
39.0,1,39.0,23.0,9.0,8.0,1,279.14,9.0,12,1.0,2,0.23076923076923078,2.3
41.0,1,12.0,21.0,7.0,28.0,0,695.0,30.0,3,1.0,1,0.5833333333333334,0.6774193548387096
38.0,1,35.0,2.0,10.0,4.0,2,171.0,10.0,1,1.0,1,0.2857142857142857,0.18181818181818182
20.0,1,39.0,13.0,10.0,6.0,0,663.0,21.0,12,1.0,2,0.2564102564102564,0.5909090909090909
42.0,0,52.0,5.0,5.0,0.0,1,573.0,18.0,3,1.0,2,0.09615384615384616,0.2631578947368421
30.0,1,41.0,9.0,2.0,10.0,2,918.07,7.0,3,0.0,2,0.04878048780487805,1.125
35.0,1,14.0,19.0,2.0,1.0,2,758.65,19.0,3,0.0,1,0.14285714285714285,0.95
57.0,1,50.0,14.0,3.0,12.0,2,315.0,16.0,3,1.0,2,0.06,0.8235294117647058
49.0,1,15.0,11.0,2.0,19.0,0,543.08,1.0,3,0.0,1,0.13333333333333333,5.5
26.0,1,44.0,5.0,0.0,19.0,1,546.35,25.0,12,0.0,2,0.0,0.19230769230769232
31.0,1,7.0,23.0,8.0,0.0,2,596.0,29.0,12,1.0,0,1.1428571428571428,0.7666666666666667
63.0,1,32.0,2.0,2.0,24.0,0,681.0,15.0,12,1.0,1,0.0625,0.125
46.0,1,42.0,13.0,2.0,9.0,0,849.98,17.0,12,0.0,2,0.047619047619047616,0.7222222222222222
35.0,0,52.0,5.0,0.0,23.0,2,369.9,25.0,1,1.0,2,0.0,0.19230769230769232
43.0,1,52.0,29.0,10.0,1.0,2,229.0,28.0,12,1.0,2,0.19230769230769232,1.0
25.0,1,42.0,8.0,1.0,13.0,2,815.15,29.0,12,0.0,2,0.023809523809523808,0.26666666666666666
47.0,1,8.0,14.0,5.0,12.0,2,148.0,25.0,3,1.0,0,0.625,0.5384615384615384
33.0,0,56.0,27.0,6.0,11.0,0,970.0,29.0,12,1.0,2,0.10714285714285714,0.9
37.0,0,5.0,5.0,6.0,25.0,0,894.0,22.0,12,1.0,0,1.2,0.21739130434782608
43.0,1,29.0,3.0,3.0,16.0,2,508.8,5.0,3,0.0,1,0.10344827586206896,0.5
49.0,0,52.0,2.0,5.0,21.0,0,996.5,30.0,1,1.0,2,0.09615384615384616,0.06451612903225806
61.0,1,17.0,26.0,4.0,24.0,2,206.0,24.0,12,1.0,1,0.23529411764705882,1.04
33.0,0,15.0,10.0,9.0,13.0,2,829.0,16.0,1,1.0,1,0.6,0.5882352941176471
29.0,0,22.0,12.0,10.0,28.0,0,580.0,5.0,1,1.0,1,0.45454545454545453,2.0
28.0,1,45.0,25.0,6.0,21.0,0,498.0,21.0,12,1.0,2,0.13333333333333333,1.1363636363636365
56.0,0,58.0,11.0,1.0,17.0,1,398.0,23.0,3,1.0,2,0.017241379310344827,0.4583333333333333
33.0,1,24.0,16.0,3.0,9.0,2,928.98,28.0,12,0.0,1,0.125,0.5517241379310345
47.0,0,53.0,4.0,1.0,0.0,2,458.99,12.0,1,1.0,2,0.018867924528301886,0.3076923076923077
41.0,1,54.0,5.0,10.0,3.0,2,417.0,9.0,3,1.0,2,0.18518518518518517,0.5
28.0,0,51.0,14.0,5.0,30.0,2,796.0,13.0,3,1.0,2,0.09803921568627451,1.0
43.0,1,25.0,17.0,2.0,14.0,0,551.0,25.0,12,0.0,1,0.08,0.6538461538461539
47.0,1,10.0,18.0,0.0,19.0,2,807.55,26.0,12,0.0,0,0.0,0.6666666666666666
28.0,1,14.0,27.0,0.0,12.0,2,937.87,12.0,12,0.0,1,0.0,2.076923076923077
47.0,1,56.0,23.0,2.0,11.0,2,535.99,18.0,3,0.0,2,0.03571428571428571,1.2105263157894737
38.0,0,31.0,5.0,2.0,12.0,0,774.67,1.0,12,0.0,1,0.06451612903225806,2.5
22.0,1,58.0,19.0,5.0,18.0,1,392.52,25.0,12,1.0,2,0.08620689655172414,0.7307692307692307
51.0,0,27.0,15.0,10.0,28.0,2,943.0,30.0,1,1.0,1,0.37037037037037035,0.4838709677419355
40.0,1,46.0,10.0,0.0,20.0,0,629.43,1.0,3,0.0,2,0.0,5.0
25.0,1,29.0,30.0,1.0,6.0,2,933.68,10.0,3,0.0,1,0.034482758620689655,2.727272727272727
63.0,0,35.0,24.0,3.0,4.0,2,847.0,17.0,1,1.0,1,0.08571428571428572,1.3333333333333333
39.0,1,1.0,25.0,3.0,17.0,2,587.72,17.0,12,0.0,0,3.0,1.3888888888888888
48.0,1,37.0,23.0,2.0,29.0,0,717.0,30.0,3,1.0,2,0.05405405405405406,0.7419354838709677
42.0,1,55.0,9.0,10.0,12.0,1,297.0,6.0,3,1.0,2,0.18181818181818182,1.2857142857142858
21.0,1,21.0,18.0,3.0,23.0,1,508.0,23.0,1,1.0,1,0.14285714285714285,0.75
59.0,0,10.0,19.0,1.0,19.0,1,851.0,23.0,12,1.0,0,0.1,0.7916666666666666
63.0,0,28.0,7.0,4.0,10.0,1,525.0,12.0,1,1.0,1,0.14285714285714285,0.5384615384615384
40.0,0,33.0,2.0,10.0,1.0,0,611.32,7.0,12,1.0,1,0.30303030303030304,0.25
61.0,1,28.0,6.0,4.0,9.0,1,910.0,17.0,12,1.0,1,0.14285714285714285,0.3333333333333333
45.0,0,36.0,1.0,4.0,1.0,2,877.6,8.0,12,0.0,1,0.1111111111111111,0.1111111111111111
34.0,0,40.0,3.0,2.0,3.0,2,502.0,17.0,3,1.0,2,0.05,0.16666666666666666
62.0,1,49.0,23.0,4.0,27.0,0,528.0,8.0,12,1.0,2,0.08163265306122448,2.5555555555555554
30.0,1,60.0,12.0,2.0,14.0,1,724.09,21.0,12,0.0,2,0.03333333333333333,0.5454545454545454
44.0,1,9.0,17.0,1.0,16.0,2,828.17,29.0,12,0.0,0,0.1111111111111111,0.5666666666666667
22.0,1,59.0,28.0,2.0,18.0,0,900.04,30.0,3,0.0,2,0.03389830508474576,0.9032258064516129
31.0,0,18.0,25.0,6.0,24.0,1,974.0,6.0,1,1.0,1,0.3333333333333333,3.5714285714285716
40.0,1,3.0,22.0,5.0,18.0,0,185.07,19.0,1,1.0,0,1.6666666666666667,1.1
58.0,0,54.0,12.0,4.0,8.0,0,222.38,23.0,3,1.0,2,0.07407407407407407,0.5
43.0,0,11.0,23.0,8.0,10.0,1,523.25,9.0,3,1.0,0,0.7272727272727273,2.3
64.0,1,38.0,22.0,10.0,22.0,2,259.0,10.0,12,1.0,2,0.2631578947368421,2.0
37.0,0,17.0,5.0,6.0,22.0,0,921.0,16.0,1,1.0,1,0.35294117647058826,0.29411764705882354
57.0,0,31.0,27.0,0.0,26.0,2,436.87,6.0,1,1.0,1,0.0,3.857142857142857
54.0,1,12.0,6.0,9.0,16.0,0,740.0,30.0,1,1.0,1,0.75,0.1935483870967742
33.0,1,15.0,16.0,3.0,12.0,1,220.0,5.0,1,1.0,1,0.2,2.6666666666666665
54.0,1,33.0,28.0,10.0,5.0,0,432.0,30.0,12,1.0,1,0.30303030303030304,0.9032258064516129
28.0,0,48.0,11.0,1.0,4.0,0,688.86,4.0,3,0.0,2,0.020833333333333332,2.2
20.0,0,30.0,2.0,4.0,13.0,2,462.0,6.0,1,1.0,1,0.13333333333333333,0.2857142857142857
26.0,1,58.0,6.0,0.0,18.0,2,797.51,15.0,3,0.0,2,0.0,0.375
40.0,1,5.0,12.0,6.0,21.0,2,594.0,25.0,12,1.0,0,1.2,0.46153846153846156
21.0,0,59.0,10.0,3.0,17.0,1,141.0,26.0,3,1.0,2,0.05084745762711865,0.37037037037037035
31.0,0,9.0,10.0,8.0,7.0,1,145.0,23.0,1,1.0,0,0.8888888888888888,0.4166666666666667
48.0,1,24.0,3.0,1.0,13.0,0,610.0,30.0,1,1.0,1,0.041666666666666664,0.0967741935483871
49.0,1,12.0,15.0,1.0,15.0,1,690.51,26.0,12,0.0,1,0.08333333333333333,0.5555555555555556
32.0,1,14.0,21.0,3.0,11.0,1,699.79,8.0,3,0.0,1,0.21428571428571427,2.3333333333333335
45.0,1,35.0,27.0,0.0,12.0,1,874.95,10.0,3,0.0,1,0.0,2.4545454545454546
46.0,0,14.0,18.0,7.0,5.0,1,458.14,4.0,1,1.0,1,0.5,3.6
22.0,0,14.0,28.0,9.0,10.0,0,335.0,22.0,12,1.0,1,0.6428571428571429,1.2173913043478262
31.0,1,16.0,1.0,6.0,21.0,2,779.0,3.0,3,1.0,1,0.375,0.25
52.0,1,3.0,25.0,7.0,10.0,2,215.0,5.0,1,1.0,0,2.3333333333333335,4.166666666666667
32.0,0,39.0,8.0,4.0,7.0,1,320.73,1.0,1,1.0,2,0.10256410256410256,4.0
22.0,1,11.0,8.0,2.0,7.0,0,762.79,26.0,12,0.0,0,0.18181818181818182,0.2962962962962963
63.0,0,60.0,4.0,0.0,3.0,0,620.45,3.0,3,1.0,2,0.0,1.0
27.0,1,59.0,7.0,1.0,0.0,1,743.59,23.0,3,0.0,2,0.01694915254237288,0.2916666666666667
45.0,1,5.0,16.0,6.0,5.0,1,286.67,28.0,3,1.0,0,1.2,0.5517241379310345
34.0,1,28.0,1.0,1.0,17.0,2,886.16,7.0,12,0.0,1,0.03571428571428571,0.125
57.0,0,57.0,22.0,0.0,18.0,1,604.0,26.0,1,1.0,2,0.0,0.8148148148148148
49.0,0,5.0,11.0,3.0,10.0,0,795.0,27.0,12,1.0,0,0.6,0.39285714285714285
63.0,0,2.0,11.0,3.0,10.0,0,865.0,5.0,3,1.0,0,1.5,1.8333333333333333
46.0,1,21.0,18.0,4.0,30.0,2,906.81,24.0,1,1.0,1,0.19047619047619047,0.72
57.0,1,26.0,12.0,7.0,2.0,0,224.0,25.0,12,1.0,1,0.2692307692307692,0.46153846153846156
37.0,1,9.0,26.0,0.0,19.0,0,917.3,3.0,12,0.0,0,0.0,6.5
30.0,1,27.0,1.0,2.0,10.0,0,129.0,2.0,3,1.0,1,0.07407407407407407,0.3333333333333333
20.0,1,20.0,26.0,7.0,18.0,0,135.0,21.0,12,1.0,1,0.35,1.1818181818181819
63.0,0,13.0,18.0,9.0,18.0,2,419.47,19.0,3,1.0,1,0.6923076923076923,0.9
43.0,0,28.0,13.0,4.0,16.0,0,715.46,3.0,3,0.0,1,0.14285714285714285,3.25
24.0,0,36.0,18.0,3.0,16.0,1,195.0,27.0,3,1.0,1,0.08333333333333333,0.6428571428571429
43.0,0,57.0,11.0,7.0,14.0,0,270.34,30.0,12,1.0,2,0.12280701754385964,0.3548387096774194
65.0,1,22.0,2.0,5.0,2.0,1,123.0,5.0,1,1.0,1,0.22727272727272727,0.3333333333333333
58.0,1,32.0,18.0,0.0,27.0,1,566.0,11.0,12,1.0,1,0.0,1.5
25.0,1,35.0,4.0,1.0,18.0,1,629.91,17.0,3,0.0,1,0.02857142857142857,0.2222222222222222
42.0,1,45.0,21.0,4.0,25.0,1,720.0,18.0,3,1.0,2,0.08888888888888889,1.105263157894737
58.0,1,29.0,9.0,2.0,9.0,0,735.0,4.0,1,1.0,1,0.06896551724137931,1.8
44.0,1,9.0,23.0,4.0,4.0,1,865.05,4.0,12,0.0,0,0.4444444444444444,4.6
40.0,1,51.0,17.0,1.0,14.0,0,958.45,12.0,12,0.0,2,0.0196078431372549,1.3076923076923077
39.0,1,53.0,30.0,1.0,20.0,0,551.75,5.0,12,0.0,2,0.018867924528301886,5.0
44.0,0,37.0,28.0,6.0,10.0,1,506.0,4.0,3,1.0,2,0.16216216216216217,5.6
58.0,1,52.0,22.0,5.0,7.0,1,981.0,3.0,1,1.0,2,0.09615384615384616,5.5
35.0,0,2.0,18.0,8.0,8.0,1,373.0,23.0,3,1.0,0,4.0,0.75
61.0,0,40.0,23.0,10.0,30.0,1,147.0,9.0,1,1.0,2,0.25,2.3
49.0,0,12.0,24.0,2.0,3.0,2,373.12,29.0,1,1.0,1,0.16666666666666666,0.8
58.0,1,11.0,2.0,8.0,13.0,2,901.23,26.0,3,1.0,0,0.7272727272727273,0.07407407407407407
50.0,1,41.0,19.0,5.0,6.0,1,881.79,3.0,3,0.0,2,0.12195121951219512,4.75
38.0,1,3.0,16.0,2.0,13.0,1,920.83,8.0,3,0.0,0,0.6666666666666666,1.7777777777777777
33.0,0,55.0,1.0,8.0,30.0,2,829.0,22.0,3,1.0,2,0.14545454545454545,0.043478260869565216
63.0,1,30.0,11.0,3.0,14.0,2,609.49,30.0,3,1.0,1,0.1,0.3548387096774194
49.0,1,9.0,19.0,9.0,30.0,2,997.28,21.0,12,1.0,0,1.0,0.8636363636363636
24.0,0,58.0,22.0,3.0,22.0,0,887.0,7.0,1,1.0,2,0.05172413793103448,2.75
63.0,1,52.0,27.0,9.0,21.0,0,631.0,22.0,1,1.0,2,0.17307692307692307,1.173913043478261
56.0,1,9.0,12.0,8.0,21.0,2,247.0,24.0,1,1.0,0,0.8888888888888888,0.48
45.0,1,34.0,26.0,5.0,11.0,0,996.0,10.0,12,1.0,1,0.14705882352941177,2.3636363636363638
62.0,1,1.0,13.0,0.0,20.0,0,119.0,27.0,3,1.0,0,0.0,0.4642857142857143
51.0,0,4.0,3.0,8.0,28.0,0,777.0,26.0,12,1.0,0,2.0,0.1111111111111111
19.0,1,24.0,5.0,8.0,8.0,1,156.0,29.0,1,1.0,1,0.3333333333333333,0.16666666666666666
46.0,1,39.0,17.0,0.0,22.0,2,553.0,6.0,12,1.0,2,0.0,2.4285714285714284
28.0,1,41.0,23.0,0.0,6.0,1,662.02,15.0,12,0.0,2,0.0,1.4375
21.0,1,23.0,16.0,4.0,26.0,2,978.85,27.0,1,1.0,1,0.17391304347826086,0.5714285714285714
53.0,0,25.0,20.0,4.0,21.0,0,326.0,15.0,1,1.0,1,0.16,1.25
27.0,0,33.0,10.0,10.0,28.0,2,906.0,22.0,1,1.0,1,0.30303030303030304,0.43478260869565216
45.0,0,21.0,30.0,4.0,4.0,0,629.89,15.0,12,0.0,1,0.19047619047619047,1.875
33.0,0,29.0,8.0,0.0,14.0,0,907.0,25.0,12,1.0,1,0.0,0.3076923076923077
24.0,0,5.0,14.0,2.0,11.0,1,394.0,3.0,3,1.0,0,0.4,3.5
42.0,1,39.0,6.0,2.0,9.0,2,778.91,16.0,3,0.0,2,0.05128205128205128,0.35294117647058826
20.0,1,58.0,30.0,7.0,20.0,2,315.93,16.0,12,1.0,2,0.1206896551724138,1.7647058823529411
32.0,0,55.0,17.0,3.0,7.0,1,233.0,10.0,3,1.0,2,0.05454545454545454,1.5454545454545454
26.0,0,11.0,12.0,9.0,25.0,2,266.0,24.0,1,1.0,0,0.8181818181818182,0.48
49.0,1,28.0,19.0,4.0,5.0,2,542.99,3.0,3,0.0,1,0.14285714285714285,4.75
56.0,0,53.0,4.0,2.0,5.0,2,456.0,18.0,1,1.0,2,0.03773584905660377,0.21052631578947367
36.0,1,9.0,10.0,4.0,29.0,0,758.0,10.0,1,1.0,0,0.4444444444444444,0.9090909090909091
32.0,0,52.0,25.0,0.0,4.0,2,772.0,28.0,1,1.0,2,0.0,0.8620689655172413
36.0,1,9.0,3.0,2.0,8.0,0,500.21,18.0,12,0.0,0,0.2222222222222222,0.15789473684210525
45.0,0,24.0,14.0,1.0,13.0,0,697.55,12.0,3,0.0,1,0.041666666666666664,1.0769230769230769
52.0,0,57.0,5.0,8.0,23.0,0,660.22,15.0,1,1.0,2,0.14035087719298245,0.3125
49.0,1,8.0,10.0,10.0,15.0,2,631.29,18.0,12,1.0,0,1.25,0.5263157894736842
36.0,1,5.0,18.0,10.0,5.0,0,698.32,8.0,12,1.0,0,2.0,2.0
63.0,1,3.0,18.0,3.0,29.0,1,996.0,20.0,3,1.0,0,1.0,0.8571428571428571
47.0,0,36.0,24.0,6.0,27.0,1,775.26,29.0,3,1.0,1,0.16666666666666666,0.8
45.0,1,44.0,24.0,1.0,3.0,0,811.72,24.0,3,0.0,2,0.022727272727272728,0.96
27.0,0,45.0,7.0,2.0,27.0,2,442.0,11.0,12,1.0,2,0.044444444444444446,0.5833333333333334
25.0,0,23.0,24.0,2.0,28.0,2,891.59,7.0,1,1.0,1,0.08695652173913043,3.0
20.0,0,47.0,19.0,6.0,23.0,2,220.0,2.0,3,1.0,2,0.1276595744680851,6.333333333333333
34.0,0,58.0,6.0,6.0,11.0,0,982.0,30.0,3,1.0,2,0.10344827586206896,0.1935483870967742
46.0,1,47.0,4.0,1.0,16.0,1,857.45,3.0,12,0.0,2,0.02127659574468085,1.0
43.0,0,17.0,30.0,3.0,3.0,2,152.28,30.0,1,1.0,1,0.17647058823529413,0.967741935483871
65.0,1,15.0,24.0,4.0,28.0,2,931.0,19.0,1,1.0,1,0.26666666666666666,1.2
34.0,0,16.0,10.0,8.0,6.0,1,671.12,28.0,1,1.0,1,0.5,0.3448275862068966
41.0,0,3.0,24.0,4.0,2.0,1,608.42,12.0,12,0.0,0,1.3333333333333333,1.8461538461538463
23.0,1,20.0,17.0,1.0,10.0,1,876.76,20.0,12,0.0,1,0.05,0.8095238095238095
65.0,0,46.0,22.0,10.0,12.0,0,205.0,22.0,12,1.0,2,0.21739130434782608,0.9565217391304348
30.0,0,12.0,10.0,2.0,12.0,0,587.0,2.0,3,0.0,1,0.16666666666666666,3.3333333333333335
48.0,0,53.0,26.0,1.0,13.0,1,612.41,2.0,12,0.0,2,0.018867924528301886,8.666666666666666
52.0,1,33.0,14.0,4.0,2.0,0,260.0,2.0,3,1.0,1,0.12121212121212122,4.666666666666667
56.0,1,32.0,5.0,6.0,22.0,0,937.79,27.0,12,1.0,1,0.1875,0.17857142857142858
43.0,0,28.0,29.0,0.0,30.0,2,724.0,1.0,3,1.0,1,0.0,14.5
52.0,0,46.0,23.0,3.0,22.0,2,490.0,12.0,1,1.0,2,0.06521739130434782,1.7692307692307692
34.0,1,23.0,23.0,1.0,15.0,2,910.68,23.0,12,0.0,1,0.043478260869565216,0.9583333333333334
41.0,0,1.0,19.0,9.0,8.0,1,909.0,1.0,12,1.0,0,9.0,9.5
38.0,0,28.0,25.0,1.0,30.0,0,254.0,20.0,1,1.0,1,0.03571428571428571,1.1904761904761905
52.0,0,8.0,27.0,6.0,19.0,1,715.0,5.0,12,1.0,0,0.75,4.5
58.0,0,56.0,10.0,4.0,9.0,2,504.0,27.0,12,1.0,2,0.07142857142857142,0.35714285714285715
44.0,0,34.0,11.0,2.0,19.0,0,891.56,11.0,3,0.0,1,0.058823529411764705,0.9166666666666666
45.0,0,44.0,12.0,10.0,14.0,2,366.0,23.0,1,1.0,2,0.22727272727272727,0.5
42.0,0,20.0,10.0,4.0,5.0,2,713.81,6.0,12,0.0,1,0.2,1.4285714285714286
39.0,1,60.0,3.0,9.0,14.0,0,455.0,19.0,1,1.0,2,0.15,0.15
46.0,0,11.0,8.0,9.0,3.0,0,599.75,29.0,3,1.0,0,0.8181818181818182,0.26666666666666666
30.0,0,12.0,28.0,2.0,3.0,2,259.0,28.0,3,1.0,1,0.16666666666666666,0.9655172413793104
39.0,0,27.0,2.0,8.0,10.0,0,676.0,18.0,12,1.0,1,0.2962962962962963,0.10526315789473684
36.0,1,36.0,14.0,8.0,9.0,0,164.0,16.0,12,1.0,1,0.2222222222222222,0.8235294117647058
44.0,1,39.0,2.0,9.0,7.0,2,149.0,4.0,1,1.0,2,0.23076923076923078,0.4
48.0,0,37.0,25.0,10.0,4.0,0,269.0,16.0,3,1.0,2,0.2702702702702703,1.4705882352941178
31.0,1,11.0,11.0,1.0,14.0,2,662.02,18.0,3,0.0,0,0.09090909090909091,0.5789473684210527
52.0,1,37.0,15.0,9.0,29.0,0,914.38,8.0,1,1.0,2,0.24324324324324326,1.6666666666666667
50.0,0,27.0,18.0,3.0,24.0,2,323.0,11.0,1,1.0,1,0.1111111111111111,1.5
53.0,0,6.0,14.0,7.0,27.0,2,793.0,29.0,12,1.0,0,1.1666666666666667,0.4666666666666667
30.0,1,40.0,16.0,10.0,5.0,0,264.0,2.0,12,1.0,2,0.25,5.333333333333333
19.0,0,52.0,14.0,1.0,20.0,2,867.4,8.0,12,0.0,2,0.019230769230769232,1.5555555555555556
36.0,0,2.0,27.0,5.0,14.0,0,626.61,8.0,1,1.0,0,2.5,3.0
43.0,1,60.0,5.0,1.0,4.0,1,904.32,18.0,12,0.0,2,0.016666666666666666,0.2631578947368421
25.0,1,17.0,27.0,0.0,20.0,1,516.27,1.0,3,0.0,1,0.0,13.5
41.0,0,14.0,25.0,4.0,8.0,2,456.0,29.0,3,1.0,1,0.2857142857142857,0.8333333333333334
59.0,0,21.0,21.0,5.0,25.0,1,741.11,7.0,3,1.0,1,0.23809523809523808,2.625
55.0,0,7.0,19.0,1.0,13.0,1,758.0,25.0,12,1.0,0,0.14285714285714285,0.7307692307692307
49.0,0,35.0,5.0,8.0,19.0,1,467.0,5.0,3,1.0,1,0.22857142857142856,0.8333333333333334
31.0,0,24.0,5.0,3.0,19.0,1,120.0,8.0,12,1.0,1,0.125,0.5555555555555556
44.0,1,48.0,12.0,3.0,16.0,1,645.15,7.0,3,0.0,2,0.0625,1.5
21.0,0,40.0,4.0,0.0,14.0,0,102.0,26.0,3,1.0,2,0.0,0.14814814814814814
32.0,1,52.0,30.0,3.0,13.0,0,675.0,8.0,12,0.0,2,0.057692307692307696,3.3333333333333335
38.0,0,26.0,1.0,3.0,19.0,1,680.66,14.0,3,0.0,1,0.11538461538461539,0.06666666666666667
61.0,0,3.0,26.0,5.0,23.0,2,451.0,23.0,3,1.0,0,1.6666666666666667,1.0833333333333333
60.0,0,55.0,3.0,5.0,25.0,0,149.29,14.0,12,1.0,2,0.09090909090909091,0.2
59.0,1,60.0,27.0,10.0,1.0,2,429.0,4.0,1,1.0,2,0.16666666666666666,5.4
43.0,0,12.0,26.0,6.0,27.0,2,854.0,16.0,1,1.0,1,0.5,1.5294117647058822
53.0,0,7.0,19.0,3.0,13.0,1,752.0,21.0,3,1.0,0,0.42857142857142855,0.8636363636363636
27.0,1,2.0,9.0,1.0,4.0,1,928.43,4.0,3,0.0,0,0.5,1.8
29.0,1,48.0,16.0,2.0,9.0,0,294.0,7.0,1,1.0,2,0.041666666666666664,2.0
33.0,1,52.0,2.0,3.0,16.0,1,832.75,14.0,3,0.0,2,0.057692307692307696,0.13333333333333333
59.0,1,48.0,17.0,7.0,9.0,0,221.0,24.0,12,1.0,2,0.14583333333333334,0.68
64.0,1,1.0,8.0,2.0,9.0,0,126.0,9.0,3,1.0,0,2.0,0.8
51.0,1,41.0,2.0,0.0,0.0,0,238.0,1.0,1,1.0,2,0.0,1.0
31.0,0,37.0,26.0,9.0,23.0,2,172.19,17.0,3,1.0,2,0.24324324324324326,1.4444444444444444
26.0,0,60.0,3.0,9.0,0.0,0,794.0,12.0,1,1.0,2,0.15,0.23076923076923078
31.0,0,35.0,21.0,5.0,26.0,1,764.0,15.0,3,1.0,1,0.14285714285714285,1.3125
56.0,0,38.0,7.0,8.0,1.0,0,868.0,1.0,3,1.0,2,0.21052631578947367,3.5
32.0,1,30.0,22.0,9.0,17.0,1,496.0,28.0,3,1.0,1,0.3,0.7586206896551724
33.0,1,43.0,14.0,0.0,5.0,2,637.1,27.0,12,0.0,2,0.0,0.5
39.0,1,14.0,7.0,3.0,23.0,2,859.0,11.0,1,1.0,1,0.21428571428571427,0.5833333333333334
45.0,1,47.0,3.0,3.0,5.0,1,757.93,10.0,12,0.0,2,0.06382978723404255,0.2727272727272727
36.0,1,51.0,3.0,8.0,9.0,2,709.55,11.0,12,1.0,2,0.1568627450980392,0.25
18.0,0,17.0,12.0,6.0,22.0,1,596.0,18.0,3,1.0,1,0.35294117647058826,0.631578947368421
40.0,0,22.0,29.0,8.0,30.0,0,876.23,7.0,3,1.0,1,0.36363636363636365,3.625
49.0,1,7.0,5.0,3.0,6.0,1,640.17,10.0,12,0.0,0,0.42857142857142855,0.45454545454545453
45.0,1,54.0,17.0,0.0,12.0,0,627.58,19.0,3,0.0,2,0.0,0.85
48.0,1,50.0,26.0,3.0,12.0,0,870.41,22.0,12,0.0,2,0.06,1.1304347826086956
65.0,0,6.0,29.0,2.0,1.0,0,627.0,7.0,1,1.0,0,0.3333333333333333,3.625
43.0,1,37.0,7.0,0.0,6.0,0,770.44,16.0,12,0.0,2,0.0,0.4117647058823529
58.0,0,19.0,8.0,2.0,8.0,2,271.0,22.0,3,1.0,1,0.10526315789473684,0.34782608695652173
23.0,1,5.0,12.0,5.0,1.0,1,396.35,16.0,3,1.0,0,1.0,0.7058823529411765
34.0,0,58.0,5.0,0.0,6.0,0,602.0,16.0,3,1.0,2,0.0,0.29411764705882354
54.0,0,35.0,26.0,2.0,26.0,2,419.0,1.0,1,1.0,1,0.05714285714285714,13.0
35.0,1,37.0,14.0,3.0,2.0,1,371.0,27.0,12,1.0,2,0.08108108108108109,0.5
21.0,0,35.0,9.0,7.0,30.0,1,224.0,8.0,1,1.0,1,0.2,1.0
