Age,Gender,Tenure,Usage Frequency,Support Calls,Payment Delay,Subscription Type,Total Spend,Last Interaction,Contract Duration (Months),Churn
19.0,0,40.0,28.0,9.0,24.0,2,817.0,16.0,1,1.0
27.0,0,55.0,15.0,7.0,24.0,2,467.98,16.0,3,1.0
32.0,0,17.0,28.0,9.0,14.0,1,518.14,14.0,12,1.0
42.0,0,12.0,24.0,6.0,4.0,1,516.95,30.0,1,1.0
52.0,1,56.0,21.0,10.0,10.0,1,948.0,22.0,1,1.0
63.0,1,43.0,28.0,4.0,26.0,2,594.0,8.0,1,1.0
44.0,0,57.0,10.0,2.0,3.0,0,605.0,25.0,12,1.0
27.0,0,60.0,22.0,2.0,1.0,0,278.8,26.0,1,1.0
35.0,0,42.0,23.0,0.0,3.0,1,807.34,14.0,12,0.0
29.0,1,37.0,22.0,7.0,17.0,0,305.0,14.0,12,1.0
30.0,1,12.0,30.0,10.0,6.0,2,425.24,8.0,3,1.0
51.0,1,51.0,8.0,4.0,4.0,0,724.0,23.0,3,1.0
50.0,0,18.0,16.0,9.0,21.0,1,657.0,4.0,3,1.0
23.0,0,5.0,30.0,4.0,15.0,2,587.08,12.0,12,1.0
35.0,0,49.0,27.0,8.0,9.0,1,442.05,12.0,12,1.0
20.0,1,53.0,21.0,9.0,28.0,1,476.0,6.0,12,1.0
56.0,0,56.0,27.0,8.0,29.0,1,489.79,23.0,3,1.0
48.0,0,38.0,3.0,2.0,20.0,0,422.0,9.0,12,1.0
23.0,1,14.0,29.0,8.0,27.0,0,974.0,15.0,12,1.0
23.0,0,45.0,29.0,2.0,14.0,0,802.5,13.0,12,0.0
42.0,1,47.0,20.0,0.0,22.0,2,997.0,10.0,3,1.0
53.0,1,36.0,2.0,9.0,17.0,2,447.0,14.0,3,1.0
44.0,0,57.0,2.0,4.0,7.0,0,910.01,10.0,12,0.0
40.0,1,36.0,26.0,3.0,12.0,1,811.54,8.0,3,0.0
48.0,0,32.0,11.0,0.0,11.0,1,888.32,10.0,3,0.0
18.0,0,7.0,15.0,1.0,25.0,1,580.27,23.0,12,1.0
37.0,1,4.0,18.0,1.0,18.0,1,524.46,9.0,12,0.0
37.0,1,57.0,26.0,0.0,6.0,0,652.22,28.0,3,0.0
28.0,0,9.0,17.0,8.0,9.0,0,371.0,7.0,12,1.0
57.0,0,27.0,4.0,2.0,12.0,2,221.0,23.0,1,1.0
34.0,1,13.0,15.0,3.0,6.0,1,952.46,22.0,12,0.0
63.0,0,47.0,30.0,9.0,27.0,1,408.0,5.0,1,1.0
61.0,0,29.0,17.0,3.0,20.0,2,450.0,24.0,3,1.0
21.0,0,1.0,8.0,9.0,16.0,1,405.0,15.0,12,1.0
50.0,1,17.0,20.0,3.0,6.0,2,617.38,7.0,3,0.0
24.0,1,54.0,26.0,2.0,7.0,0,866.0,5.0,3,0.0
36.0,0,31.0,15.0,10.0,12.0,2,587.0,28.0,3,1.0
49.0,1,14.0,25.0,2.0,6.0,2,895.0,20.0,3,0.0
65.0,1,26.0,2.0,8.0,21.0,1,456.0,21.0,12,1.0
58.0,1,8.0,6.0,3.0,15.0,0,773.0,22.0,1,1.0
57.0,1,33.0,14.0,3.0,7.0,1,357.0,28.0,3,1.0
56.0,1,30.0,4.0,6.0,22.0,0,656.0,11.0,3,1.0
22.0,0,22.0,12.0,10.0,7.0,1,841.46,23.0,3,1.0
37.0,1,57.0,14.0,10.0,4.0,0,839.0,22.0,1,1.0
56.0,0,8.0,5.0,3.0,30.0,1,607.0,11.0,1,1.0
27.0,0,28.0,10.0,5.0,4.0,1,866.0,17.0,12,1.0
23.0,0,7.0,14.0,8.0,0.0,1,720.0,26.0,12,1.0
27.0,1,2.0,29.0,5.0,27.0,1,398.0,26.0,1,1.0
46.0,1,46.0,30.0,2.0,3.0,1,633.79,14.0,3,0.0
22.0,0,46.0,15.0,6.0,27.0,0,972.0,3.0,1,1.0
37.0,1,29.0,17.0,0.0,1.0,1,772.0,30.0,1,1.0
30.0,1,54.0,26.0,1.0,17.0,1,879.89,1.0,12,0.0
50.0,0,40.0,23.0,4.0,0.0,1,322.0,14.0,12,1.0
38.0,0,4.0,23.0,3.0,18.0,1,378.0,16.0,3,1.0
40.0,1,28.0,27.0,4.0,19.0,0,546.65,14.0,12,0.0
32.0,0,2.0,11.0,0.0,4.0,2,987.63,4.0,3,0.0
38.0,1,35.0,10.0,1.0,7.0,0,401.0,2.0,12,1.0
21.0,0,52.0,5.0,8.0,23.0,0,477.0,12.0,12,1.0
47.0,0,16.0,18.0,4.0,9.0,1,309.0,5.0,3,1.0
50.0,1,36.0,7.0,10.0,7.0,2,924.0,30.0,1,1.0
27.0,0,14.0,19.0,8.0,21.0,2,591.0,24.0,1,1.0
41.0,1,55.0,16.0,0.0,25.0,0,785.0,5.0,1,1.0
38.0,1,11.0,22.0,5.0,27.0,2,651.0,2.0,3,1.0
48.0,0,30.0,23.0,1.0,1.0,0,570.96,6.0,3,0.0
29.0,0,48.0,10.0,9.0,30.0,1,107.0,16.0,12,1.0
39.0,0,41.0,27.0,8.0,28.0,2,543.0,18.0,1,1.0
24.0,1,9.0,13.0,7.0,28.0,2,543.99,2.0,1,1.0
57.0,1,2.0,16.0,6.0,25.0,0,436.0,12.0,1,1.0
18.0,1,50.0,13.0,9.0,16.0,2,750.0,16.0,12,1.0
46.0,1,48.0,11.0,3.0,11.0,2,526.3,1.0,12,0.0
52.0,0,28.0,17.0,4.0,27.0,1,944.99,9.0,1,1.0
41.0,1,42.0,11.0,0.0,1.0,0,126.0,17.0,3,1.0
37.0,1,37.0,24.0,2.0,20.0,1,510.0,2.0,3,0.0
22.0,1,42.0,1.0,1.0,27.0,2,152.0,11.0,1,1.0
36.0,1,49.0,1.0,1.0,17.0,0,701.96,5.0,12,0.0
61.0,0,7.0,7.0,5.0,20.0,0,945.92,10.0,1,1.0
53.0,1,1.0,10.0,3.0,14.0,1,589.44,23.0,1,1.0
29.0,1,9.0,1.0,0.0,9.0,2,879.91,12.0,12,0.0
19.0,1,41.0,24.0,9.0,11.0,0,626.0,14.0,3,1.0
61.0,1,53.0,30.0,6.0,24.0,1,837.72,18.0,3,1.0
33.0,1,17.0,8.0,6.0,8.0,0,848.44,14.0,12,1.0
26.0,1,25.0,12.0,0.0,17.0,0,211.0,12.0,3,1.0
37.0,1,48.0,23.0,2.0,17.0,1,980.7,15.0,12,0.0
33.0,1,52.0,11.0,3.0,0.0,1,478.0,1.0,3,1.0
37.0,0,25.0,7.0,2.0,6.0,0,698.0,12.0,1,1.0
22.0,1,7.0,17.0,3.0,1.0,0,333.0,21.0,12,1.0
26.0,0,25.0,19.0,1.0,14.0,0,925.8,13.0,12,0.0
40.0,1,10.0,27.0,3.0,14.0,1,833.65,10.0,3,0.0
60.0,1,7.0,23.0,1.0,17.0,2,267.0,27.0,3,1.0
21.0,1,18.0,24.0,6.0,18.0,1,799.0,22.0,12,1.0
36.0,1,43.0,12.0,7.0,13.0,1,665.0,22.0,12,1.0
19.0,1,47.0,23.0,1.0,16.0,0,224.0,29.0,12,1.0
52.0,0,7.0,16.0,10.0,15.0,0,805.73,5.0,3,1.0
38.0,1,28.0,12.0,4.0,17.0,0,942.0,27.0,12,1.0
55.0,1,44.0,17.0,0.0,0.0,0,891.07,19.0,3,1.0
34.0,1,25.0,1.0,3.0,17.0,2,762.44,9.0,3,0.0
23.0,1,31.0,9.0,6.0,18.0,0,530.0,2.0,12,1.0
22.0,0,44.0,14.0,1.0,17.0,2,285.0,20.0,12,1.0
26.0,0,40.0,12.0,1.0,4.0,2,176.0,22.0,3,1.0
56.0,0,50.0,9.0,4.0,20.0,0,440.84,30.0,3,1.0
40.0,0,47.0,11.0,9.0,17.0,0,881.0,3.0,12,1.0
51.0,0,16.0,22.0,4.0,22.0,1,105.0,29.0,3,1.0
45.0,1,10.0,25.0,2.0,8.0,2,207.0,10.0,12,1.0
38.0,1,35.0,15.0,3.0,3.0,0,899.91,4.0,3,0.0
52.0,1,53.0,26.0,5.0,18.0,0,868.31,5.0,12,1.0
50.0,0,4.0,7.0,9.0,12.0,2,703.0,14.0,3,1.0
35.0,0,21.0,30.0,0.0,17.0,2,825.0,24.0,1,1.0
57.0,1,38.0,29.0,6.0,4.0,2,933.04,26.0,3,1.0
31.0,0,55.0,24.0,5.0,8.0,2,334.43,12.0,3,1.0
35.0,1,16.0,11.0,3.0,5.0,1,606.92,17.0,12,0.0
43.0,1,7.0,22.0,2.0,12.0,1,255.0,24.0,3,1.0
41.0,1,49.0,2.0,7.0,7.0,0,142.0,24.0,3,1.0
53.0,0,1.0,19.0,1.0,12.0,1,149.0,14.0,3,1.0
32.0,1,25.0,17.0,0.0,19.0,1,912.69,16.0,3,0.0
47.0,1,17.0,17.0,4.0,3.0,1,259.0,28.0,1,1.0
33.0,1,12.0,19.0,4.0,0.0,1,488.0,30.0,12,1.0
24.0,1,16.0,24.0,1.0,16.0,2,857.86,8.0,12,0.0
41.0,1,24.0,13.0,7.0,26.0,2,641.0,4.0,12,1.0
35.0,0,11.0,28.0,6.0,5.0,1,823.0,8.0,1,1.0
20.0,1,48.0,2.0,10.0,20.0,1,461.0,23.0,1,1.0
31.0,1,2.0,10.0,1.0,15.0,1,983.87,26.0,12,0.0
39.0,0,13.0,18.0,3.0,11.0,1,809.79,11.0,12,0.0
38.0,1,51.0,17.0,10.0,9.0,2,235.0,30.0,3,1.0
47.0,1,9.0,28.0,2.0,12.0,1,602.09,24.0,12,0.0
22.0,1,2.0,22.0,1.0,14.0,2,778.09,20.0,12,0.0
46.0,0,37.0,6.0,2.0,15.0,2,628.71,2.0,12,0.0
42.0,1,51.0,3.0,1.0,29.0,2,484.0,27.0,12,1.0
34.0,1,37.0,21.0,7.0,15.0,2,543.0,5.0,12,1.0
27.0,1,58.0,29.0,1.0,30.0,2,199.0,4.0,1,1.0
62.0,0,13.0,15.0,1.0,14.0,0,460.0,1.0,3,1.0
61.0,1,6.0,15.0,1.0,19.0,0,222.0,13.0,3,1.0
65.0,1,51.0,22.0,7.0,10.0,1,467.0,1.0,12,1.0
48.0,1,48.0,3.0,2.0,4.0,1,394.0,17.0,1,1.0
22.0,0,57.0,2.0,10.0,22.0,0,381.0,14.0,3,1.0
39.0,1,17.0,12.0,3.0,8.0,1,551.45,28.0,3,0.0
57.0,0,44.0,17.0,8.0,15.0,1,581.0,13.0,12,1.0
59.0,1,5.0,13.0,5.0,3.0,0,368.0,21.0,12,1.0
43.0,1,7.0,22.0,0.0,27.0,2,239.0,6.0,1,1.0
63.0,0,56.0,24.0,7.0,8.0,0,651.0,20.0,1,1.0
25.0,0,44.0,19.0,0.0,26.0,1,702.0,22.0,12,1.0
47.0,1,33.0,7.0,4.0,0.0,2,746.72,17.0,12,0.0
65.0,1,38.0,27.0,7.0,11.0,1,670.92,25.0,1,1.0
41.0,1,37.0,16.0,8.0,6.0,0,128.54,3.0,12,1.0
39.0,0,15.0,21.0,0.0,7.0,2,207.0,13.0,1,1.0
31.0,1,18.0,27.0,7.0,28.0,0,417.0,5.0,1,1.0
29.0,0,60.0,1.0,1.0,14.0,2,957.26,13.0,3,0.0
31.0,0,32.0,6.0,5.0,14.0,0,836.0,19.0,12,1.0
39.0,0,20.0,28.0,6.0,13.0,0,419.23,15.0,1,1.0
43.0,1,56.0,26.0,0.0,0.0,1,783.39,7.0,3,0.0
57.0,1,32.0,2.0,9.0,2.0,1,826.0,3.0,1,1.0
55.0,1,6.0,26.0,9.0,20.0,0,828.79,6.0,3,1.0
39.0,0,11.0,15.0,2.0,26.0,1,866.0,2.0,3,1.0
20.0,0,35.0,9.0,1.0,5.0,1,778.33,10.0,12,0.0
56.0,0,8.0,24.0,2.0,28.0,1,511.0,30.0,3,1.0
29.0,1,47.0,2.0,1.0,14.0,1,756.13,16.0,3,0.0
54.0,1,54.0,23.0,7.0,8.0,1,867.42,23.0,1,1.0
41.0,1,55.0,20.0,4.0,3.0,0,842.97,5.0,12,0.0
18.0,0,52.0,18.0,10.0,24.0,2,258.0,28.0,12,1.0
19.0,1,25.0,26.0,1.0,8.0,1,896.0,6.0,12,0.0
57.0,1,52.0,21.0,1.0,20.0,0,788.0,6.0,1,1.0
51.0,1,9.0,18.0,1.0,10.0,2,759.0,1.0,3,1.0
44.0,1,33.0,18.0,3.0,10.0,1,777.0,7.0,12,0.0
47.0,1,2.0,23.0,8.0,5.0,0,988.19,21.0,1,1.0
60.0,1,5.0,30.0,5.0,5.0,2,520.32,23.0,3,1.0
27.0,1,14.0,28.0,3.0,16.0,2,862.0,9.0,1,1.0
33.0,0,54.0,2.0,9.0,29.0,1,831.04,15.0,3,1.0
52.0,1,18.0,4.0,6.0,12.0,2,158.16,21.0,3,1.0
49.0,1,49.0,2.0,2.0,15.0,0,829.36,11.0,12,0.0
49.0,1,33.0,30.0,2.0,5.0,0,631.72,30.0,12,0.0
32.0,0,43.0,9.0,6.0,4.0,2,308.0,2.0,3,1.0
45.0,1,20.0,25.0,3.0,20.0,1,551.72,12.0,12,0.0
29.0,1,50.0,17.0,3.0,2.0,0,637.26,25.0,12,1.0
49.0,1,38.0,11.0,5.0,30.0,2,247.0,4.0,12,1.0
21.0,1,51.0,2.0,0.0,6.0,2,660.45,16.0,12,0.0
44.0,0,59.0,26.0,4.0,17.0,2,970.1,9.0,12,0.0
29.0,0,17.0,18.0,2.0,12.0,1,613.0,20.0,1,1.0
46.0,0,14.0,9.0,8.0,8.0,1,249.0,18.0,1,1.0
43.0,1,55.0,29.0,0.0,8.0,2,824.53,2.0,3,0.0
26.0,1,60.0,28.0,1.0,20.0,1,778.91,1.0,3,0.0
40.0,1,9.0,20.0,8.0,3.0,2,337.0,29.0,1,1.0
33.0,1,19.0,22.0,10.0,7.0,0,697.0,11.0,12,1.0
47.0,0,33.0,4.0,6.0,30.0,0,232.34,18.0,3,1.0
49.0,1,46.0,8.0,4.0,12.0,0,502.44,12.0,12,0.0
31.0,0,14.0,9.0,7.0,13.0,0,137.0,26.0,12,1.0
47.0,1,11.0,4.0,1.0,4.0,1,514.96,25.0,3,0.0
24.0,0,20.0,23.0,10.0,5.0,0,858.0,28.0,3,1.0
46.0,1,55.0,9.0,6.0,11.0,2,706.0,17.0,12,1.0
47.0,1,37.0,3.0,4.0,4.0,2,943.0,30.0,1,1.0
62.0,0,56.0,15.0,4.0,29.0,1,900.0,2.0,1,1.0
34.0,1,31.0,22.0,8.0,28.0,2,981.0,7.0,1,1.0
36.0,0,39.0,1.0,1.0,5.0,2,842.29,1.0,3,0.0
47.0,0,5.0,21.0,1.0,0.0,1,789.01,15.0,12,0.0
34.0,1,58.0,12.0,3.0,0.0,2,683.58,1.0,12,0.0
34.0,1,45.0,2.0,10.0,12.0,1,985.51,24.0,3,1.0
42.0,1,60.0,12.0,1.0,20.0,2,959.81,1.0,3,0.0
44.0,0,11.0,26.0,8.0,20.0,1,234.0,1.0,3,1.0
43.0,1,8.0,4.0,9.0,29.0,2,582.0,14.0,12,1.0
22.0,0,41.0,8.0,8.0,8.0,2,826.83,18.0,3,1.0
48.0,1,54.0,19.0,2.0,12.0,0,475.0,14.0,1,1.0
22.0,1,45.0,22.0,2.0,8.0,1,748.16,12.0,3,0.0
44.0,1,47.0,17.0,6.0,27.0,2,709.35,5.0,12,1.0
37.0,1,43.0,28.0,2.0,20.0,1,977.2,27.0,3,0.0
42.0,1,48.0,2.0,4.0,9.0,0,797.21,4.0,3,0.0
41.0,0,24.0,13.0,10.0,24.0,1,879.0,15.0,12,1.0
22.0,1,24.0,17.0,2.0,11.0,2,587.69,13.0,3,0.0
18.0,0,45.0,28.0,5.0,20.0,1,427.7,11.0,3,1.0
53.0,1,7.0,10.0,9.0,0.0,1,884.0,15.0,1,1.0
57.0,0,27.0,7.0,0.0,22.0,2,830.0,6.0,3,1.0
42.0,1,59.0,18.0,2.0,17.0,0,749.84,13.0,3,0.0
34.0,1,16.0,16.0,3.0,12.0,2,937.88,16.0,3,0.0
45.0,1,54.0,29.0,3.0,9.0,2,517.0,9.0,3,0.0
26.0,1,1.0,1.0,3.0,0.0,0,413.0,1.0,12,1.0
30.0,1,57.0,26.0,1.0,19.0,1,726.56,1.0,12,0.0
37.0,0,16.0,2.0,4.0,14.0,0,689.9,9.0,3,1.0
51.0,0,11.0,25.0,6.0,19.0,0,307.88,4.0,1,1.0
42.0,1,16.0,23.0,6.0,20.0,1,905.35,11.0,3,1.0
62.0,1,51.0,7.0,6.0,27.0,1,979.0,9.0,12,1.0
20.0,1,46.0,7.0,5.0,1.0,1,339.0,30.0,12,1.0
48.0,0,36.0,1.0,0.0,14.0,1,806.71,13.0,12,0.0
22.0,1,59.0,29.0,1.0,15.0,2,380.94,28.0,1,1.0
62.0,0,12.0,3.0,5.0,14.0,1,431.0,2.0,3,1.0
23.0,0,33.0,17.0,0.0,20.0,2,856.97,12.0,3,0.0
55.0,1,55.0,7.0,7.0,14.0,0,208.0,16.0,3,1.0
24.0,1,45.0,4.0,8.0,25.0,2,463.0,17.0,3,1.0
27.0,0,48.0,14.0,1.0,13.0,2,137.26,29.0,3,1.0
18.0,1,36.0,15.0,4.0,17.0,0,923.0,10.0,3,1.0
56.0,0,50.0,19.0,3.0,29.0,1,615.26,14.0,12,1.0
34.0,1,9.0,7.0,4.0,20.0,0,539.0,18.0,3,1.0
19.0,1,3.0,13.0,5.0,0.0,0,629.0,26.0,1,1.0
18.0,1,60.0,2.0,2.0,25.0,1,592.33,15.0,1,1.0
62.0,0,25.0,8.0,6.0,30.0,2,206.0,20.0,12,1.0
41.0,1,42.0,6.0,1.0,5.0,1,770.96,22.0,3,0.0
64.0,0,36.0,11.0,10.0,27.0,1,326.0,17.0,1,1.0
59.0,1,12.0,11.0,6.0,12.0,1,587.76,22.0,3,1.0
18.0,0,25.0,18.0,5.0,24.0,2,935.0,20.0,12,1.0
26.0,0,25.0,6.0,5.0,10.0,1,283.0,20.0,3,1.0
21.0,1,6.0,26.0,2.0,6.0,0,655.55,24.0,3,0.0
40.0,0,33.0,5.0,2.0,3.0,2,675.06,5.0,12,0.0
36.0,0,14.0,21.0,2.0,22.0,0,395.15,15.0,3,1.0
23.0,1,34.0,20.0,1.0,18.0,2,697.21,26.0,12,0.0
22.0,1,57.0,29.0,1.0,5.0,2,616.41,17.0,12,0.0
23.0,0,4.0,11.0,0.0,4.0,2,760.18,22.0,3,1.0
63.0,1,11.0,9.0,1.0,24.0,0,471.0,9.0,3,1.0
35.0,1,8.0,4.0,1.0,14.0,1,866.99,11.0,12,0.0
44.0,0,36.0,8.0,9.0,20.0,1,213.0,18.0,1,1.0
62.0,0,45.0,4.0,4.0,8.0,1,776.0,20.0,3,1.0
31.0,1,40.0,8.0,8.0,17.0,1,391.46,4.0,12,1.0
20.0,0,55.0,2.0,2.0,21.0,1,613.07,27.0,12,1.0
21.0,1,51.0,2.0,2.0,14.0,2,730.24,14.0,12,0.0
46.0,0,30.0,3.0,1.0,20.0,0,594.0,23.0,12,1.0
60.0,0,32.0,29.0,5.0,29.0,1,168.0,15.0,12,1.0
18.0,0,19.0,11.0,7.0,14.0,0,939.0,29.0,12,1.0
45.0,1,59.0,24.0,10.0,25.0,0,116.0,12.0,3,1.0
37.0,0,5.0,9.0,5.0,6.0,1,689.0,19.0,3,1.0
36.0,0,38.0,22.0,1.0,10.0,2,855.85,11.0,3,0.0
51.0,0,55.0,8.0,9.0,16.0,0,828.0,22.0,3,1.0
24.0,1,18.0,28.0,8.0,8.0,0,929.0,27.0,12,1.0
19.0,0,26.0,10.0,10.0,4.0,0,622.0,24.0,12,1.0
19.0,0,37.0,9.0,2.0,22.0,0,834.0,4.0,1,1.0
53.0,1,14.0,3.0,10.0,7.0,2,424.0,16.0,3,1.0
28.0,1,52.0,28.0,2.0,5.0,1,976.14,17.0,12,0.0
55.0,1,2.0,25.0,10.0,18.0,0,121.0,15.0,1,1.0
42.0,1,56.0,10.0,1.0,1.0,2,562.39,3.0,12,0.0
24.0,0,58.0,6.0,0.0,20.0,2,316.4,6.0,1,1.0
51.0,1,34.0,12.0,3.0,8.0,2,452.0,12.0,1,1.0
43.0,1,48.0,22.0,8.0,3.0,2,163.0,2.0,1,1.0
39.0,0,16.0,22.0,2.0,19.0,2,653.55,15.0,3,0.0
43.0,1,52.0,12.0,1.0,13.0,2,576.74,4.0,3,0.0
40.0,1,4.0,17.0,8.0,19.0,0,373.0,23.0,12,1.0
53.0,1,6.0,16.0,7.0,4.0,1,823.0,29.0,1,1.0
39.0,0,51.0,6.0,7.0,26.0,2,224.0,17.0,1,1.0
56.0,1,44.0,22.0,10.0,11.0,1,264.0,5.0,1,1.0
53.0,1,2.0,10.0,10.0,21.0,0,622.54,5.0,1,1.0
29.0,0,8.0,13.0,2.0,17.0,0,943.09,15.0,3,0.0
30.0,1,13.0,6.0,7.0,25.0,1,143.0,12.0,12,1.0
35.0,1,47.0,29.0,1.0,14.0,0,608.68,9.0,3,0.0
22.0,0,57.0,17.0,1.0,20.0,1,675.51,1.0,3,0.0
26.0,0,39.0,11.0,7.0,19.0,1,382.04,28.0,12,1.0
43.0,1,59.0,30.0,1.0,12.0,2,700.87,30.0,12,0.0
29.0,0,55.0,22.0,9.0,13.0,2,790.0,8.0,1,1.0
36.0,0,58.0,20.0,10.0,28.0,1,157.0,9.0,1,1.0
26.0,0,50.0,12.0,2.0,17.0,0,763.66,12.0,3,0.0
38.0,0,6.0,28.0,0.0,8.0,2,561.0,6.0,12,0.0
49.0,1,23.0,20.0,7.0,4.0,1,614.0,19.0,1,1.0
32.0,1,8.0,2.0,3.0,7.0,1,627.23,24.0,12,0.0
52.0,1,39.0,17.0,0.0,18.0,2,983.0,9.0,3,1.0
22.0,0,34.0,12.0,10.0,22.0,2,611.0,18.0,1,1.0
46.0,0,25.0,4.0,0.0,14.0,0,730.92,13.0,3,0.0
47.0,0,32.0,5.0,2.0,16.0,2,595.96,9.0,12,0.0
18.0,0,13.0,15.0,10.0,30.0,1,433.0,27.0,1,1.0
55.0,1,8.0,27.0,8.0,22.0,1,173.69,12.0,1,1.0
56.0,0,26.0,11.0,8.0,18.0,0,647.0,16.0,3,1.0
50.0,1,1.0,11.0,4.0,0.0,1,912.47,16.0,12,0.0
40.0,0,10.0,13.0,0.0,6.0,1,819.46,9.0,12,0.0
35.0,0,32.0,27.0,0.0,14.0,1,607.53,13.0,3,0.0
55.0,1,21.0,19.0,6.0,6.0,1,795.83,3.0,12,1.0
54.0,1,2.0,13.0,4.0,29.0,1,541.0,30.0,12,1.0
43.0,0,52.0,5.0,3.0,6.0,2,805.14,11.0,3,0.0
22.0,0,49.0,25.0,4.0,29.0,0,329.0,4.0,12,1.0
40.0,1,43.0,17.0,2.0,27.0,1,420.0,5.0,3,1.0
31.0,0,39.0,13.0,1.0,4.0,1,696.98,14.0,3,0.0
43.0,0,40.0,17.0,0.0,21.0,0,146.0,30.0,3,1.0
62.0,0,47.0,25.0,1.0,25.0,0,357.0,19.0,12,1.0
51.0,0,23.0,23.0,10.0,5.0,1,701.0,5.0,12,1.0
50.0,1,58.0,14.0,7.0,16.0,0,297.0,3.0,12,1.0
36.0,1,44.0,18.0,9.0,12.0,1,918.0,27.0,3,1.0
57.0,1,34.0,2.0,9.0,9.0,0,335.53,5.0,3,1.0
37.0,1,32.0,24.0,1.0,27.0,1,770.61,28.0,3,1.0
41.0,0,56.0,13.0,4.0,14.0,0,712.31,11.0,3,0.0
36.0,1,15.0,18.0,1.0,24.0,1,133.0,21.0,1,1.0
41.0,0,36.0,30.0,8.0,10.0,1,651.76,19.0,3,1.0
38.0,0,41.0,20.0,2.0,19.0,1,631.0,13.0,3,0.0
61.0,0,27.0,25.0,10.0,8.0,2,162.0,20.0,1,1.0
44.0,1,33.0,13.0,4.0,3.0,1,903.07,16.0,12,0.0
48.0,1,12.0,5.0,5.0,11.0,1,223.0,1.0,12,1.0
41.0,1,19.0,4.0,2.0,28.0,2,219.0,12.0,1,1.0
62.0,0,55.0,30.0,9.0,6.0,1,454.0,12.0,12,1.0
49.0,1,31.0,26.0,1.0,11.0,2,665.41,26.0,12,0.0
30.0,0,28.0,10.0,6.0,6.0,2,186.0,27.0,3,1.0
50.0,1,18.0,8.0,7.0,28.0,0,503.0,24.0,3,1.0
23.0,0,31.0,15.0,1.0,10.0,1,574.52,8.0,12,0.0
31.0,1,4.0,12.0,9.0,9.0,2,246.0,28.0,3,1.0
56.0,1,27.0,14.0,7.0,27.0,1,899.0,15.0,3,1.0
43.0,1,24.0,17.0,0.0,16.0,2,740.8,16.0,3,0.0
26.0,1,52.0,6.0,10.0,20.0,2,598.0,17.0,12,1.0
54.0,0,50.0,11.0,4.0,29.0,2,689.0,14.0,12,1.0
40.0,1,1.0,25.0,1.0,19.0,2,595.73,21.0,12,0.0
65.0,1,58.0,12.0,6.0,22.0,1,642.0,15.0,12,1.0
50.0,1,6.0,1.0,6.0,14.0,0,383.0,1.0,1,1.0
63.0,0,15.0,16.0,7.0,28.0,1,112.0,21.0,3,1.0
38.0,0,17.0,13.0,3.0,4.0,0,879.06,14.0,3,0.0
32.0,0,38.0,27.0,1.0,21.0,0,388.0,18.0,12,1.0
52.0,0,31.0,21.0,10.0,10.0,2,367.55,28.0,12,1.0
46.0,1,8.0,2.0,0.0,6.0,1,807.07,8.0,12,0.0
42.0,0,45.0,4.0,10.0,26.0,1,990.0,8.0,1,1.0
22.0,1,50.0,25.0,5.0,9.0,0,852.0,17.0,1,1.0
38.0,0,4.0,14.0,6.0,23.0,1,964.31,20.0,3,1.0
52.0,1,20.0,12.0,8.0,10.0,1,735.0,11.0,1,1.0
41.0,0,29.0,13.0,9.0,16.0,2,844.0,4.0,1,1.0
63.0,0,33.0,21.0,0.0,7.0,0,740.65,28.0,3,1.0
62.0,0,17.0,10.0,7.0,6.0,1,634.0,14.0,3,1.0
35.0,0,16.0,6.0,10.0,24.0,2,949.0,26.0,3,1.0
58.0,1,56.0,16.0,6.0,13.0,1,581.0,2.0,1,1.0
46.0,0,53.0,13.0,4.0,14.0,2,186.0,25.0,3,1.0
28.0,0,4.0,16.0,6.0,7.0,2,170.0,16.0,1,1.0
58.0,0,51.0,21.0,6.0,5.0,0,569.0,24.0,3,1.0
60.0,1,44.0,28.0,2.0,17.0,2,381.0,13.0,12,1.0
46.0,1,54.0,7.0,0.0,15.0,1,783.8,22.0,3,0.0
37.0,1,55.0,10.0,9.0,12.0,2,147.0,5.0,12,1.0
50.0,0,14.0,29.0,2.0,24.0,2,618.0,20.0,12,1.0
21.0,0,40.0,12.0,0.0,20.0,2,844.47,11.0,3,0.0
42.0,0,25.0,7.0,1.0,25.0,1,707.45,3.0,1,1.0
19.0,1,51.0,29.0,0.0,18.0,2,719.98,10.0,3,0.0
46.0,0,37.0,25.0,0.0,0.0,2,577.0,24.0,3,1.0
56.0,0,59.0,14.0,9.0,18.0,0,389.0,29.0,3,1.0
36.0,1,36.0,2.0,0.0,15.0,1,504.37,6.0,12,0.0
53.0,1,12.0,8.0,1.0,16.0,2,446.0,13.0,1,1.0
20.0,1,10.0,6.0,0.0,17.0,2,908.0,14.0,1,1.0
44.0,1,55.0,28.0,6.0,14.0,0,765.0,6.0,3,1.0
63.0,0,4.0,15.0,3.0,30.0,0,483.62,6.0,1,1.0
42.0,1,17.0,17.0,5.0,20.0,2,546.0,1.0,12,1.0
64.0,1,52.0,14.0,7.0,7.0,0,696.0,27.0,3,1.0
37.0,0,31.0,18.0,8.0,29.0,0,552.0,28.0,1,1.0
18.0,1,35.0,28.0,2.0,26.0,0,265.0,9.0,3,1.0
19.0,1,34.0,23.0,7.0,19.0,2,142.0,29.0,3,1.0
40.0,1,50.0,9.0,7.0,16.0,0,880.51,3.0,3,1.0
