Age,Gender,Tenure,Usage Frequency,Support Calls,Payment Delay,Subscription Type,Total Spend,Last Interaction,Contract Duration (Months),Tenure_Bucket,Support_Call_Intensity,Interaction_Frequency,Churn
60.0,0,47.0,27.0,8.0,20.0,1,672.0,29.0,3,2,0.1702127659574468,0.9,1.0
42.0,1,9.0,15.0,3.0,24.0,1,591.0,22.0,1,0,0.3333333333333333,0.6521739130434783,0.0
19.0,1,34.0,2.0,3.0,20.0,0,149.0,11.0,3,1,0.088235294117647,0.1666666666666666,0.0
55.0,1,45.0,30.0,6.0,2.0,2,750.0,26.0,12,2,0.1333333333333333,1.1111111111111112,0.0
39.0,0,12.0,28.0,0.0,1.0,2,233.0,27.0,12,1,0.0,1.0,0.0
46.0,1,33.0,21.0,8.0,16.0,2,660.0,28.0,3,1,0.2424242424242424,0.7241379310344828,1.0
22.0,0,41.0,14.0,10.0,26.0,0,320.0,23.0,3,2,0.2439024390243902,0.5833333333333334,1.0
42.0,0,53.0,3.0,9.0,25.0,0,979.0,29.0,1,2,0.1698113207547169,0.1,1.0
64.0,1,1.0,7.0,8.0,16.0,1,384.0,10.0,12,0,8.0,0.6363636363636364,0.0
65.0,1,52.0,11.0,7.0,24.0,0,848.0,19.0,3,2,0.1346153846153846,0.55,1.0
54.0,0,57.0,5.0,7.0,24.0,2,156.0,4.0,3,2,0.1228070175438596,1.0,1.0
41.0,1,33.0,8.0,2.0,15.0,1,559.0,14.0,12,1,0.0606060606060606,0.5333333333333333,0.0
41.0,0,39.0,19.0,1.0,27.0,2,328.0,6.0,1,2,0.0256410256410256,2.7142857142857144,1.0
19.0,0,29.0,1.0,3.0,8.0,2,632.0,27.0,1,1,0.1034482758620689,0.0357142857142857,0.0
58.0,1,50.0,5.0,3.0,27.0,1,479.0,1.0,1,2,0.06,2.5,0.0
55.0,0,44.0,9.0,9.0,30.0,2,751.0,22.0,12,2,0.2045454545454545,0.391304347826087,1.0
50.0,0,59.0,28.0,6.0,18.0,2,984.0,3.0,1,2,0.1016949152542373,7.0,1.0
33.0,0,9.0,13.0,0.0,6.0,0,343.0,20.0,12,0,0.0,0.6190476190476191,0.0
62.0,0,31.0,28.0,5.0,30.0,2,667.0,23.0,1,1,0.1612903225806451,1.1666666666666667,1.0
63.0,1,9.0,3.0,9.0,2.0,2,845.0,25.0,12,0,1.0,0.1153846153846153,1.0
60.0,1,33.0,20.0,5.0,17.0,0,634.0,19.0,12,1,0.1515151515151515,1.0,1.0
50.0,0,4.0,16.0,3.0,23.0,1,807.0,12.0,1,0,0.75,1.2307692307692308,1.0
39.0,0,36.0,28.0,3.0,18.0,2,312.0,26.0,3,1,0.0833333333333333,1.037037037037037,0.0
57.0,1,23.0,16.0,1.0,22.0,0,600.0,30.0,12,1,0.0434782608695652,0.5161290322580645,0.0
30.0,0,6.0,1.0,4.0,4.0,1,729.0,29.0,3,0,0.6666666666666666,0.0333333333333333,0.0
50.0,0,19.0,6.0,3.0,30.0,2,809.0,29.0,12,1,0.1578947368421052,0.2,0.0
33.0,0,47.0,17.0,4.0,20.0,2,741.0,26.0,1,2,0.0851063829787234,0.6296296296296297,0.0
35.0,1,20.0,8.0,7.0,25.0,2,149.0,19.0,3,1,0.35,0.4,0.0
43.0,0,5.0,29.0,1.0,26.0,2,209.0,7.0,12,0,0.2,3.625,1.0
50.0,1,3.0,3.0,3.0,20.0,2,238.0,24.0,1,0,1.0,0.12,0.0
32.0,0,3.0,15.0,0.0,26.0,2,202.0,6.0,1,0,0.0,2.142857142857143,1.0
53.0,1,51.0,4.0,4.0,29.0,1,620.0,20.0,12,2,0.0784313725490196,0.1904761904761904,1.0
30.0,0,46.0,9.0,7.0,22.0,1,391.0,10.0,1,2,0.1521739130434782,0.8181818181818182,1.0
35.0,0,47.0,16.0,5.0,12.0,0,783.0,3.0,12,2,0.1063829787234042,4.0,0.0
61.0,1,37.0,25.0,7.0,17.0,2,894.0,4.0,3,2,0.1891891891891892,5.0,1.0
40.0,1,48.0,16.0,8.0,19.0,1,641.0,8.0,12,2,0.1666666666666666,1.7777777777777777,1.0
53.0,0,43.0,2.0,9.0,26.0,2,842.0,14.0,12,2,0.2093023255813953,0.1333333333333333,1.0
57.0,0,34.0,30.0,4.0,25.0,1,694.0,6.0,12,1,0.1176470588235294,4.285714285714286,1.0
64.0,1,9.0,3.0,10.0,26.0,2,791.0,5.0,1,0,1.1111111111111112,0.5,1.0
41.0,0,30.0,15.0,1.0,1.0,2,713.0,19.0,12,1,0.0333333333333333,0.75,0.0
18.0,0,11.0,28.0,8.0,25.0,2,188.0,8.0,1,0,0.7272727272727273,3.111111111111111,1.0
27.0,1,8.0,6.0,0.0,28.0,1,918.0,12.0,3,0,0.0,0.4615384615384615,0.0
35.0,1,59.0,2.0,6.0,26.0,1,774.0,2.0,12,2,0.1016949152542373,0.6666666666666666,1.0
63.0,1,2.0,5.0,4.0,16.0,0,172.0,29.0,1,0,2.0,0.1666666666666666,1.0
28.0,1,49.0,15.0,10.0,27.0,2,347.0,5.0,1,2,0.2040816326530612,2.5,1.0
29.0,0,29.0,21.0,7.0,5.0,0,446.0,20.0,12,1,0.2413793103448276,1.0,0.0
21.0,1,45.0,30.0,1.0,30.0,2,951.0,5.0,12,2,0.0222222222222222,5.0,0.0
18.0,1,46.0,7.0,4.0,24.0,2,964.0,2.0,3,2,0.0869565217391304,2.333333333333333,0.0
28.0,0,45.0,26.0,10.0,26.0,1,860.0,9.0,1,2,0.2222222222222222,2.6,1.0
50.0,0,30.0,22.0,3.0,19.0,2,940.0,30.0,12,1,0.1,0.7096774193548387,0.0
31.0,1,52.0,29.0,8.0,15.0,0,284.0,21.0,3,2,0.1538461538461538,1.318181818181818,0.0
54.0,1,52.0,24.0,3.0,25.0,0,132.0,18.0,3,2,0.0576923076923076,1.263157894736842,0.0
48.0,0,44.0,6.0,8.0,28.0,0,484.0,8.0,1,2,0.1818181818181818,0.6666666666666666,1.0
31.0,1,17.0,12.0,5.0,3.0,0,264.0,24.0,1,1,0.2941176470588235,0.48,0.0
25.0,1,41.0,1.0,0.0,10.0,1,291.0,20.0,12,2,0.0,0.0476190476190476,1.0
28.0,0,13.0,29.0,9.0,22.0,1,325.0,4.0,12,1,0.6923076923076923,5.8,1.0
50.0,0,32.0,7.0,0.0,28.0,2,176.0,22.0,1,1,0.0,0.3043478260869565,1.0
63.0,0,47.0,3.0,7.0,7.0,2,581.0,2.0,3,2,0.1489361702127659,1.0,1.0
65.0,0,22.0,11.0,6.0,15.0,1,984.0,5.0,1,1,0.2727272727272727,1.8333333333333333,0.0
48.0,0,12.0,30.0,5.0,4.0,0,646.0,28.0,3,1,0.4166666666666667,1.0344827586206895,0.0
40.0,1,50.0,10.0,10.0,21.0,2,131.0,21.0,12,2,0.2,0.4545454545454545,1.0
59.0,1,52.0,5.0,4.0,22.0,1,272.0,26.0,1,2,0.0769230769230769,0.1851851851851851,1.0
18.0,1,27.0,13.0,7.0,18.0,0,584.0,18.0,3,1,0.2592592592592592,0.6842105263157895,1.0
61.0,0,18.0,2.0,9.0,3.0,0,633.0,16.0,3,1,0.5,0.1176470588235294,1.0
39.0,1,40.0,1.0,9.0,13.0,0,252.0,30.0,1,2,0.225,0.032258064516129,0.0
63.0,0,53.0,1.0,3.0,26.0,2,177.0,24.0,3,2,0.0566037735849056,0.04,1.0
61.0,0,54.0,17.0,2.0,24.0,2,112.0,18.0,1,2,0.037037037037037,0.8947368421052632,1.0
61.0,0,16.0,24.0,10.0,24.0,1,418.0,8.0,1,1,0.625,2.6666666666666665,1.0
45.0,1,3.0,15.0,8.0,5.0,2,903.0,17.0,12,0,2.6666666666666665,0.8333333333333334,0.0
50.0,0,21.0,2.0,6.0,10.0,1,927.0,27.0,3,1,0.2857142857142857,0.0714285714285714,0.0
24.0,0,8.0,30.0,1.0,22.0,1,525.0,25.0,12,0,0.125,1.1538461538461535,0.0
40.0,0,9.0,2.0,6.0,0.0,2,249.0,15.0,12,0,0.6666666666666666,0.125,0.0
39.0,0,48.0,23.0,7.0,15.0,1,438.0,30.0,1,2,0.1458333333333333,0.7419354838709677,0.0
53.0,1,43.0,16.0,7.0,30.0,0,195.0,17.0,3,2,0.1627906976744186,0.8888888888888888,1.0
59.0,0,47.0,26.0,1.0,10.0,1,882.0,19.0,1,2,0.0212765957446808,1.3,0.0
42.0,1,54.0,29.0,6.0,18.0,0,705.0,19.0,3,2,0.1111111111111111,1.45,1.0
35.0,0,9.0,29.0,6.0,17.0,1,237.0,24.0,3,0,0.6666666666666666,1.16,0.0
64.0,0,3.0,25.0,1.0,26.0,2,808.0,24.0,1,0,0.3333333333333333,1.0,0.0
58.0,0,39.0,4.0,3.0,23.0,0,157.0,8.0,1,2,0.0769230769230769,0.4444444444444444,1.0
20.0,1,26.0,20.0,1.0,28.0,2,359.0,7.0,12,1,0.0384615384615384,2.5,0.0
47.0,1,50.0,14.0,7.0,28.0,0,615.0,5.0,1,2,0.14,2.333333333333333,1.0
36.0,1,46.0,9.0,5.0,19.0,2,705.0,23.0,3,2,0.108695652173913,0.375,1.0
47.0,0,44.0,14.0,8.0,28.0,2,304.0,17.0,3,2,0.1818181818181818,0.7777777777777778,1.0
52.0,1,22.0,29.0,10.0,27.0,1,577.0,16.0,12,1,0.4545454545454545,1.7058823529411764,0.0
47.0,1,22.0,8.0,9.0,4.0,0,799.0,19.0,1,1,0.4090909090909091,0.4,0.0
30.0,0,52.0,9.0,3.0,28.0,2,151.0,30.0,12,2,0.0576923076923076,0.2903225806451613,1.0
21.0,1,22.0,29.0,3.0,10.0,0,982.0,24.0,12,1,0.1363636363636363,1.16,0.0
41.0,1,5.0,7.0,7.0,3.0,2,974.0,4.0,3,0,1.4,1.4,0.0
20.0,0,44.0,28.0,10.0,1.0,2,379.0,14.0,1,2,0.2272727272727272,1.8666666666666667,0.0
54.0,1,24.0,5.0,8.0,19.0,1,247.0,26.0,12,1,0.3333333333333333,0.1851851851851851,1.0
43.0,1,14.0,14.0,1.0,24.0,2,228.0,13.0,3,1,0.0714285714285714,1.0,0.0
50.0,0,15.0,7.0,3.0,20.0,2,308.0,12.0,12,1,0.2,0.5384615384615384,0.0
44.0,1,60.0,24.0,5.0,30.0,1,743.0,26.0,1,2,0.0833333333333333,0.8888888888888888,1.0
55.0,1,39.0,15.0,10.0,2.0,2,167.0,7.0,1,2,0.2564102564102564,1.875,0.0
45.0,0,60.0,15.0,7.0,18.0,1,323.0,21.0,3,2,0.1166666666666666,0.6818181818181818,1.0
57.0,1,33.0,18.0,6.0,27.0,0,324.0,6.0,1,1,0.1818181818181818,2.571428571428572,1.0
57.0,0,45.0,21.0,5.0,21.0,1,920.0,4.0,12,2,0.1111111111111111,4.2,1.0
46.0,0,16.0,9.0,5.0,25.0,1,143.0,29.0,3,1,0.3125,0.3,1.0
62.0,1,56.0,5.0,9.0,23.0,0,398.0,5.0,12,2,0.1607142857142857,0.8333333333333334,1.0
56.0,0,3.0,3.0,9.0,28.0,2,607.0,2.0,12,0,3.0,1.0,1.0
62.0,1,28.0,26.0,8.0,8.0,1,260.0,16.0,12,1,0.2857142857142857,1.5294117647058822,0.0
57.0,0,11.0,1.0,8.0,10.0,2,101.0,22.0,3,0,0.7272727272727273,0.0434782608695652,1.0
34.0,1,41.0,13.0,7.0,29.0,1,856.0,8.0,12,2,0.1707317073170731,1.4444444444444444,1.0
39.0,0,59.0,20.0,0.0,30.0,0,268.0,25.0,3,2,0.0,0.7692307692307693,1.0
20.0,0,9.0,27.0,9.0,23.0,1,447.0,12.0,12,0,1.0,2.076923076923077,1.0
46.0,0,20.0,10.0,1.0,27.0,0,418.0,3.0,1,1,0.05,2.5,1.0
18.0,0,48.0,4.0,5.0,20.0,1,759.0,2.0,1,2,0.1041666666666666,1.3333333333333333,1.0
63.0,0,35.0,22.0,1.0,2.0,2,762.0,28.0,1,1,0.0285714285714285,0.7586206896551724,0.0
43.0,1,26.0,18.0,4.0,24.0,1,652.0,13.0,3,1,0.1538461538461538,1.2857142857142858,0.0
47.0,1,29.0,22.0,3.0,15.0,2,880.0,11.0,1,1,0.1034482758620689,1.8333333333333333,0.0
20.0,0,47.0,3.0,4.0,12.0,2,616.0,22.0,1,2,0.0851063829787234,0.1304347826086956,0.0
20.0,1,25.0,30.0,8.0,25.0,0,569.0,11.0,3,1,0.32,2.5,1.0
60.0,1,5.0,6.0,2.0,12.0,1,268.0,1.0,1,0,0.4,3.0,0.0
30.0,1,57.0,12.0,6.0,29.0,2,350.0,3.0,1,2,0.1052631578947368,3.0,1.0
54.0,0,13.0,14.0,10.0,24.0,1,537.0,28.0,12,1,0.7692307692307693,0.4827586206896552,1.0
27.0,0,50.0,12.0,3.0,4.0,0,106.0,21.0,12,2,0.06,0.5454545454545454,0.0
43.0,0,29.0,5.0,3.0,9.0,0,441.0,18.0,12,1,0.1034482758620689,0.2631578947368421,0.0
38.0,1,58.0,10.0,7.0,13.0,1,285.0,20.0,1,2,0.1206896551724138,0.4761904761904761,0.0
61.0,0,57.0,25.0,2.0,8.0,2,797.0,6.0,1,2,0.0350877192982456,3.571428571428572,0.0
55.0,1,30.0,11.0,9.0,10.0,0,939.0,25.0,12,1,0.3,0.4230769230769231,0.0
32.0,0,23.0,13.0,4.0,18.0,0,473.0,6.0,1,1,0.1739130434782608,1.8571428571428568,0.0
41.0,1,16.0,28.0,1.0,4.0,1,506.0,16.0,1,1,0.0625,1.6470588235294117,0.0
26.0,0,37.0,10.0,3.0,28.0,1,106.0,3.0,3,2,0.081081081081081,2.5,1.0
56.0,0,44.0,27.0,2.0,18.0,2,327.0,30.0,3,2,0.0454545454545454,0.8709677419354839,0.0
24.0,1,47.0,3.0,10.0,11.0,0,632.0,28.0,3,2,0.2127659574468085,0.1034482758620689,0.0
28.0,1,44.0,12.0,9.0,26.0,0,628.0,2.0,3,2,0.2045454545454545,4.0,1.0
55.0,0,38.0,3.0,4.0,3.0,1,310.0,4.0,3,2,0.1052631578947368,0.6,1.0
42.0,1,47.0,26.0,6.0,29.0,1,843.0,29.0,1,2,0.1276595744680851,0.8666666666666667,1.0
53.0,1,46.0,10.0,5.0,21.0,1,764.0,1.0,12,2,0.108695652173913,5.0,1.0
45.0,1,15.0,7.0,0.0,26.0,1,310.0,12.0,3,1,0.0,0.5384615384615384,0.0
24.0,1,14.0,9.0,10.0,12.0,0,428.0,29.0,3,1,0.7142857142857143,0.3,0.0
57.0,1,28.0,23.0,8.0,4.0,2,294.0,21.0,3,1,0.2857142857142857,1.0454545454545454,0.0
27.0,0,2.0,24.0,8.0,5.0,1,890.0,19.0,1,0,4.0,1.2,0.0
38.0,0,42.0,1.0,2.0,17.0,0,919.0,29.0,1,2,0.0476190476190476,0.0333333333333333,0.0
24.0,0,31.0,25.0,2.0,17.0,1,555.0,24.0,3,1,0.064516129032258,1.0,0.0
29.0,0,50.0,22.0,2.0,30.0,2,901.0,5.0,1,2,0.04,3.6666666666666665,1.0
56.0,1,32.0,1.0,3.0,29.0,1,271.0,9.0,1,1,0.09375,0.1,0.0
46.0,1,33.0,4.0,7.0,22.0,2,514.0,3.0,12,1,0.2121212121212121,1.0,1.0
56.0,0,5.0,23.0,4.0,24.0,1,638.0,19.0,12,0,0.8,1.15,1.0
41.0,1,53.0,10.0,6.0,14.0,1,550.0,29.0,3,2,0.1132075471698113,0.3333333333333333,0.0
46.0,1,30.0,18.0,7.0,23.0,0,163.0,11.0,1,1,0.2333333333333333,1.5,1.0
57.0,0,19.0,24.0,6.0,0.0,0,998.0,5.0,1,1,0.3157894736842105,4.0,0.0
26.0,0,3.0,3.0,1.0,6.0,0,241.0,5.0,3,0,0.3333333333333333,0.5,1.0
34.0,1,33.0,13.0,8.0,27.0,0,912.0,12.0,3,1,0.2424242424242424,1.0,1.0
19.0,1,55.0,14.0,9.0,19.0,2,106.0,1.0,3,2,0.1636363636363636,7.0,1.0
25.0,1,26.0,17.0,0.0,23.0,1,778.0,11.0,3,1,0.0,1.4166666666666667,0.0
28.0,0,42.0,17.0,0.0,16.0,2,301.0,29.0,3,2,0.0,0.5666666666666667,0.0
32.0,0,49.0,9.0,9.0,19.0,1,859.0,20.0,1,2,0.1836734693877551,0.4285714285714285,1.0
29.0,0,43.0,13.0,8.0,21.0,0,226.0,15.0,12,2,0.1860465116279069,0.8125,1.0
51.0,1,28.0,2.0,1.0,4.0,1,674.0,2.0,1,1,0.0357142857142857,0.6666666666666666,0.0
52.0,1,59.0,2.0,8.0,10.0,0,915.0,22.0,12,2,0.135593220338983,0.0869565217391304,1.0
33.0,0,20.0,21.0,9.0,6.0,1,262.0,6.0,12,1,0.45,3.0,0.0
31.0,0,60.0,15.0,9.0,5.0,1,346.0,27.0,12,2,0.15,0.5357142857142857,0.0
41.0,1,8.0,26.0,2.0,22.0,0,867.0,10.0,3,0,0.25,2.363636363636364,0.0
61.0,1,25.0,5.0,9.0,25.0,2,117.0,17.0,1,1,0.36,0.2777777777777778,1.0
26.0,1,38.0,10.0,2.0,29.0,1,143.0,16.0,3,2,0.0526315789473684,0.5882352941176471,0.0
39.0,0,55.0,14.0,8.0,22.0,0,744.0,2.0,12,2,0.1454545454545454,4.666666666666667,1.0
57.0,1,51.0,15.0,5.0,17.0,0,401.0,19.0,1,2,0.0980392156862745,0.75,1.0
26.0,0,56.0,17.0,9.0,5.0,2,228.0,15.0,1,2,0.1607142857142857,1.0625,0.0
21.0,0,46.0,25.0,0.0,20.0,0,799.0,13.0,3,2,0.0,1.7857142857142858,0.0
59.0,1,45.0,23.0,1.0,23.0,2,108.0,23.0,1,2,0.0222222222222222,0.9583333333333334,0.0
44.0,1,49.0,27.0,4.0,4.0,1,637.0,17.0,12,2,0.0816326530612244,1.5,0.0
37.0,0,24.0,18.0,6.0,5.0,2,802.0,6.0,12,1,0.25,2.571428571428572,0.0
29.0,0,44.0,1.0,5.0,19.0,1,414.0,8.0,12,2,0.1136363636363636,0.1111111111111111,1.0
58.0,0,40.0,1.0,8.0,3.0,1,734.0,8.0,1,2,0.2,0.1111111111111111,1.0
58.0,0,45.0,29.0,10.0,26.0,2,910.0,5.0,1,2,0.2222222222222222,4.833333333333333,1.0
58.0,1,48.0,1.0,5.0,13.0,0,782.0,1.0,12,2,0.1041666666666666,0.5,1.0
43.0,0,56.0,30.0,1.0,1.0,2,341.0,30.0,12,2,0.0178571428571428,0.967741935483871,0.0
34.0,0,18.0,22.0,7.0,27.0,1,475.0,17.0,12,1,0.3888888888888889,1.2222222222222223,1.0
32.0,0,49.0,8.0,0.0,1.0,0,824.0,30.0,12,2,0.0,0.2580645161290322,0.0
19.0,1,44.0,17.0,2.0,13.0,2,776.0,25.0,3,2,0.0454545454545454,0.6538461538461539,0.0
62.0,1,44.0,21.0,8.0,19.0,2,546.0,16.0,12,2,0.1818181818181818,1.2352941176470589,1.0
39.0,1,10.0,15.0,9.0,25.0,2,796.0,1.0,1,0,0.9,7.5,0.0
56.0,0,36.0,9.0,2.0,29.0,1,184.0,29.0,1,1,0.0555555555555555,0.3,1.0
25.0,1,17.0,18.0,7.0,1.0,2,470.0,9.0,3,1,0.4117647058823529,1.8,0.0
28.0,0,52.0,12.0,0.0,27.0,1,225.0,17.0,3,2,0.0,0.6666666666666666,1.0
56.0,1,5.0,2.0,9.0,23.0,0,232.0,18.0,1,0,1.8,0.1052631578947368,1.0
42.0,0,47.0,28.0,0.0,22.0,2,571.0,21.0,3,2,0.0,1.2727272727272727,1.0
37.0,1,28.0,24.0,10.0,14.0,0,528.0,7.0,3,1,0.3571428571428571,3.0,0.0
31.0,0,9.0,16.0,9.0,23.0,0,260.0,18.0,1,0,1.0,0.8421052631578947,1.0
33.0,0,39.0,22.0,6.0,24.0,1,171.0,7.0,3,2,0.1538461538461538,2.75,1.0
26.0,1,52.0,14.0,7.0,6.0,0,536.0,25.0,1,2,0.1346153846153846,0.5384615384615384,0.0
56.0,1,53.0,15.0,6.0,19.0,2,586.0,15.0,1,2,0.1132075471698113,0.9375,1.0
28.0,1,33.0,7.0,6.0,16.0,1,855.0,10.0,3,1,0.1818181818181818,0.6363636363636364,1.0
61.0,1,50.0,9.0,7.0,12.0,0,914.0,14.0,12,2,0.14,0.6,0.0
48.0,0,23.0,28.0,4.0,23.0,2,359.0,5.0,12,1,0.1739130434782608,4.666666666666667,1.0
39.0,1,5.0,2.0,3.0,24.0,0,397.0,26.0,12,0,0.6,0.074074074074074,1.0
56.0,1,46.0,20.0,9.0,14.0,1,473.0,30.0,3,2,0.1956521739130435,0.6451612903225806,0.0
44.0,1,3.0,29.0,7.0,0.0,2,494.0,22.0,3,0,2.333333333333333,1.2608695652173914,0.0
54.0,1,32.0,18.0,3.0,23.0,1,498.0,11.0,1,1,0.09375,1.5,0.0
62.0,1,35.0,8.0,3.0,22.0,0,219.0,14.0,1,1,0.0857142857142857,0.5333333333333333,0.0
33.0,0,17.0,8.0,7.0,28.0,2,749.0,7.0,12,1,0.4117647058823529,1.0,1.0
60.0,1,56.0,23.0,2.0,15.0,2,151.0,13.0,1,2,0.0357142857142857,1.6428571428571428,0.0
38.0,1,13.0,1.0,2.0,22.0,2,236.0,3.0,3,1,0.1538461538461538,0.25,1.0
21.0,1,43.0,8.0,2.0,24.0,2,424.0,16.0,1,2,0.0465116279069767,0.4705882352941176,0.0
38.0,0,43.0,9.0,5.0,2.0,2,222.0,3.0,12,2,0.1162790697674418,2.25,0.0
27.0,0,16.0,5.0,4.0,17.0,1,208.0,8.0,12,1,0.25,0.5555555555555556,0.0
64.0,0,56.0,1.0,9.0,0.0,0,240.0,20.0,1,2,0.1607142857142857,0.0476190476190476,1.0
32.0,0,11.0,28.0,4.0,11.0,1,184.0,7.0,3,0,0.3636363636363636,3.5,0.0
59.0,1,41.0,28.0,1.0,15.0,2,939.0,7.0,3,2,0.024390243902439,3.5,0.0
18.0,1,60.0,13.0,3.0,19.0,1,136.0,14.0,3,2,0.05,0.8666666666666667,0.0
64.0,0,5.0,4.0,10.0,16.0,2,852.0,27.0,1,0,2.0,0.1428571428571428,1.0
29.0,1,41.0,14.0,6.0,24.0,1,495.0,1.0,12,2,0.1463414634146341,7.0,1.0
58.0,1,1.0,11.0,2.0,1.0,0,221.0,23.0,1,0,2.0,0.4583333333333333,0.0
44.0,0,28.0,21.0,8.0,17.0,0,788.0,22.0,12,1,0.2857142857142857,0.9130434782608696,1.0
25.0,0,40.0,16.0,0.0,2.0,0,637.0,30.0,3,2,0.0,0.5161290322580645,0.0
55.0,0,4.0,27.0,10.0,10.0,1,889.0,17.0,1,0,2.5,1.5,0.0
20.0,1,25.0,29.0,10.0,28.0,2,949.0,2.0,12,1,0.4,9.666666666666666,1.0
29.0,1,55.0,13.0,9.0,16.0,1,339.0,9.0,1,2,0.1636363636363636,1.3,1.0
42.0,1,55.0,23.0,10.0,23.0,0,934.0,16.0,3,2,0.1818181818181818,1.3529411764705883,1.0
38.0,1,27.0,9.0,2.0,23.0,0,322.0,9.0,12,1,0.074074074074074,0.9,0.0
55.0,0,41.0,16.0,1.0,22.0,1,913.0,8.0,3,2,0.024390243902439,1.7777777777777777,1.0
49.0,1,57.0,19.0,6.0,24.0,0,492.0,20.0,1,2,0.1052631578947368,0.9047619047619048,1.0
24.0,0,49.0,8.0,0.0,29.0,0,826.0,16.0,1,2,0.0,0.4705882352941176,1.0
27.0,1,37.0,27.0,9.0,21.0,1,168.0,7.0,1,2,0.2432432432432432,3.375,1.0
34.0,1,54.0,2.0,8.0,20.0,0,618.0,16.0,12,2,0.1481481481481481,0.1176470588235294,1.0
39.0,1,45.0,17.0,0.0,28.0,0,991.0,28.0,3,2,0.0,0.5862068965517241,0.0
34.0,0,43.0,4.0,5.0,13.0,1,256.0,3.0,3,2,0.1162790697674418,1.0,0.0
33.0,1,50.0,3.0,6.0,27.0,0,878.0,5.0,3,2,0.12,0.5,1.0
62.0,1,3.0,15.0,4.0,3.0,0,760.0,13.0,3,0,1.3333333333333333,1.0714285714285714,0.0
61.0,0,26.0,7.0,6.0,25.0,0,878.0,10.0,1,1,0.2307692307692307,0.6363636363636364,1.0
20.0,0,14.0,26.0,8.0,28.0,1,378.0,22.0,12,1,0.5714285714285714,1.1304347826086956,1.0
38.0,0,26.0,14.0,8.0,22.0,0,566.0,6.0,3,1,0.3076923076923077,2.0,1.0
35.0,0,17.0,16.0,2.0,2.0,2,989.0,21.0,3,1,0.1176470588235294,0.7272727272727273,0.0
29.0,0,51.0,30.0,9.0,30.0,2,383.0,1.0,12,2,0.1764705882352941,15.0,1.0
30.0,0,30.0,12.0,5.0,25.0,0,806.0,15.0,12,1,0.1666666666666666,0.75,1.0
43.0,1,43.0,21.0,6.0,25.0,0,624.0,4.0,12,2,0.1395348837209302,4.2,1.0
40.0,0,20.0,17.0,6.0,9.0,2,630.0,21.0,1,1,0.3,0.7727272727272727,0.0
40.0,0,1.0,30.0,3.0,9.0,1,231.0,2.0,12,0,3.0,10.0,0.0
54.0,1,19.0,15.0,3.0,8.0,1,629.0,18.0,1,1,0.1578947368421052,0.7894736842105263,0.0
39.0,1,27.0,15.0,7.0,4.0,2,903.0,20.0,3,1,0.2592592592592592,0.7142857142857143,0.0
21.0,1,3.0,24.0,9.0,3.0,2,355.0,18.0,12,0,3.0,1.263157894736842,0.0
19.0,1,8.0,28.0,2.0,24.0,2,143.0,6.0,1,0,0.25,4.0,0.0
55.0,1,19.0,9.0,8.0,2.0,0,459.0,17.0,12,1,0.4210526315789473,0.5,0.0
23.0,0,27.0,27.0,6.0,29.0,0,710.0,23.0,12,1,0.2222222222222222,1.125,1.0
27.0,0,44.0,9.0,4.0,27.0,2,637.0,27.0,3,2,0.0909090909090909,0.3214285714285714,1.0
29.0,0,38.0,24.0,8.0,23.0,0,901.0,7.0,12,2,0.2105263157894736,3.0,1.0
32.0,0,18.0,13.0,8.0,8.0,1,748.0,30.0,12,1,0.4444444444444444,0.4193548387096774,0.0
59.0,1,4.0,3.0,1.0,16.0,1,560.0,7.0,3,0,0.25,0.375,0.0
60.0,1,51.0,6.0,5.0,14.0,2,887.0,25.0,12,2,0.0980392156862745,0.2307692307692307,0.0
25.0,1,14.0,26.0,0.0,1.0,1,121.0,30.0,12,1,0.0,0.8387096774193549,0.0
27.0,1,57.0,15.0,10.0,6.0,1,620.0,15.0,1,2,0.175438596491228,0.9375,0.0
33.0,1,46.0,2.0,0.0,15.0,0,145.0,25.0,12,2,0.0,0.0769230769230769,0.0
52.0,1,36.0,2.0,5.0,28.0,1,160.0,11.0,1,1,0.1388888888888889,0.1666666666666666,1.0
39.0,1,40.0,22.0,0.0,1.0,2,811.0,12.0,1,2,0.0,1.6923076923076923,0.0
38.0,1,50.0,16.0,6.0,14.0,2,202.0,9.0,3,2,0.12,1.6,0.0
29.0,1,53.0,15.0,5.0,24.0,0,581.0,5.0,1,2,0.0943396226415094,2.5,1.0
42.0,0,60.0,25.0,10.0,28.0,1,682.0,3.0,12,2,0.1666666666666666,6.25,1.0
51.0,1,28.0,6.0,3.0,8.0,0,403.0,7.0,12,1,0.1071428571428571,0.75,0.0
52.0,0,14.0,26.0,0.0,22.0,0,425.0,24.0,12,1,0.0,1.04,1.0
37.0,0,20.0,5.0,0.0,25.0,2,274.0,10.0,3,1,0.0,0.4545454545454545,1.0
58.0,0,41.0,1.0,0.0,8.0,0,212.0,7.0,3,2,0.0,0.125,0.0
58.0,1,33.0,8.0,8.0,4.0,0,628.0,8.0,3,1,0.2424242424242424,0.8888888888888888,0.0
44.0,1,31.0,1.0,9.0,30.0,0,484.0,28.0,12,1,0.2903225806451613,0.0344827586206896,1.0
58.0,0,54.0,7.0,0.0,13.0,2,354.0,10.0,3,2,0.0,0.6363636363636364,0.0
